dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
salted;spam;00727.45ac8c0efbb22514a075b99e1c57422e;00727__salted__broad__cp00AD__single.45ac8c0efbb22514a075b99e1c57422e;broad;00AD;subject;1;0;True;7.4;5.0;11;ACT_NOW_CAPS|FILL_THIS_FORM|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|LOW_PRICE|MISSING_MIMEOLE|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 820 | Spam: True ; 7.4 / 5.0"
salted;spam;00727.45ac8c0efbb22514a075b99e1c57422e;00727__salted__broad__cp200B__single.45ac8c0efbb22514a075b99e1c57422e;broad;200B;subject;1;0;True;7.4;5.0;11;ACT_NOW_CAPS|FILL_THIS_FORM|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|LOW_PRICE|MISSING_MIMEOLE|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 823 | Spam: True ; 7.4 / 5.0"
salted;spam;00727.45ac8c0efbb22514a075b99e1c57422e;00727__salted__broad__cp200C__single.45ac8c0efbb22514a075b99e1c57422e;broad;200C;subject;1;0;True;7.4;5.0;11;ACT_NOW_CAPS|FILL_THIS_FORM|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|LOW_PRICE|MISSING_MIMEOLE|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 823 | Spam: True ; 7.4 / 5.0"
salted;spam;00727.45ac8c0efbb22514a075b99e1c57422e;00727__salted__broad__cp200D__single.45ac8c0efbb22514a075b99e1c57422e;broad;200D;subject;1;0;True;7.4;5.0;11;ACT_NOW_CAPS|FILL_THIS_FORM|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|LOW_PRICE|MISSING_MIMEOLE|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 823 | Spam: True ; 7.4 / 5.0"
salted;spam;00738.10deb784a63c0bdc5e78b019720f3e9f;00738__salted__broad__cp00AD__single.10deb784a63c0bdc5e78b019720f3e9f;broad;00AD;both;1;3;True;5.7;5.0;9;DATE_IN_PAST_12_24|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 857 | Spam: True ; 5.7 / 5.0"
salted;spam;00738.10deb784a63c0bdc5e78b019720f3e9f;00738__salted__broad__cp200B__single.10deb784a63c0bdc5e78b019720f3e9f;broad;200B;both;1;3;True;5.7;5.0;9;DATE_IN_PAST_12_24|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 860 | Spam: True ; 5.7 / 5.0"
salted;spam;00738.10deb784a63c0bdc5e78b019720f3e9f;00738__salted__broad__cp200C__single.10deb784a63c0bdc5e78b019720f3e9f;broad;200C;both;1;3;True;5.7;5.0;9;DATE_IN_PAST_12_24|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 860 | Spam: True ; 5.7 / 5.0"
salted;spam;00738.10deb784a63c0bdc5e78b019720f3e9f;00738__salted__broad__cp200D__single.10deb784a63c0bdc5e78b019720f3e9f;broad;200D;both;1;3;True;5.7;5.0;9;DATE_IN_PAST_12_24|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 860 | Spam: True ; 5.7 / 5.0"
salted;spam;00740.ce4777381c2bc6bee30bef6bd274233f;00740__salted__broad__cp00AD__single.ce4777381c2bc6bee30bef6bd274233f;broad;00AD;both;1;3;True;6.7;5.0;11;HEADER_SPAM|HTML_FONT_TINY_NORDNS|HTML_MESSAGE|HTML_TAG_BALANCE_BODY|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 864 | Spam: True ; 6.7 / 5.0"
salted;spam;00740.ce4777381c2bc6bee30bef6bd274233f;00740__salted__broad__cp200B__single.ce4777381c2bc6bee30bef6bd274233f;broad;200B;both;1;3;True;6.7;5.0;11;HEADER_SPAM|HTML_FONT_TINY_NORDNS|HTML_MESSAGE|HTML_TAG_BALANCE_BODY|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 867 | Spam: True ; 6.7 / 5.0"
salted;spam;00740.ce4777381c2bc6bee30bef6bd274233f;00740__salted__broad__cp200C__single.ce4777381c2bc6bee30bef6bd274233f;broad;200C;both;1;3;True;6.7;5.0;11;HEADER_SPAM|HTML_FONT_TINY_NORDNS|HTML_MESSAGE|HTML_TAG_BALANCE_BODY|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 867 | Spam: True ; 6.7 / 5.0"
salted;spam;00740.ce4777381c2bc6bee30bef6bd274233f;00740__salted__broad__cp200D__single.ce4777381c2bc6bee30bef6bd274233f;broad;200D;both;1;3;True;6.7;5.0;11;HEADER_SPAM|HTML_FONT_TINY_NORDNS|HTML_MESSAGE|HTML_TAG_BALANCE_BODY|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 867 | Spam: True ; 6.7 / 5.0"
salted;spam;00757.c2da75286819a139e27438ca5c5ba762;00757__salted__broad__cp00AD__single.c2da75286819a139e27438ca5c5ba762;broad;00AD;both;1;3;True;13.1;5.0;12;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FUZZY_PRICES|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RCVD_FAKE_HELO_DOTCOM|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1109 | Spam: True ; 13.1 / 5.0"
salted;spam;00757.c2da75286819a139e27438ca5c5ba762;00757__salted__broad__cp200B__single.c2da75286819a139e27438ca5c5ba762;broad;200B;both;1;3;True;12.4;5.0;11;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RCVD_FAKE_HELO_DOTCOM|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1098 | Spam: True ; 12.4 / 5.0"
salted;spam;00757.c2da75286819a139e27438ca5c5ba762;00757__salted__broad__cp200C__single.c2da75286819a139e27438ca5c5ba762;broad;200C;both;1;3;True;12.4;5.0;11;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RCVD_FAKE_HELO_DOTCOM|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1098 | Spam: True ; 12.4 / 5.0"
salted;spam;00757.c2da75286819a139e27438ca5c5ba762;00757__salted__broad__cp200D__single.c2da75286819a139e27438ca5c5ba762;broad;200D;both;1;3;True;12.4;5.0;11;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RCVD_FAKE_HELO_DOTCOM|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1098 | Spam: True ; 12.4 / 5.0"
salted;spam;00761.00d729b279723c9ae9d8f09e171db301;00761__salted__broad__cp00AD__single.00d729b279723c9ae9d8f09e171db301;broad;00AD;subject;1;0;True;13.5;5.0;19;DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|IP_LINK_PLUS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2091 | Spam: True ; 13.5 / 5.0"
salted;spam;00761.00d729b279723c9ae9d8f09e171db301;00761__salted__broad__cp200B__single.00d729b279723c9ae9d8f09e171db301;broad;200B;subject;1;0;True;13.5;5.0;19;DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|IP_LINK_PLUS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2094 | Spam: True ; 13.5 / 5.0"
salted;spam;00761.00d729b279723c9ae9d8f09e171db301;00761__salted__broad__cp200C__single.00d729b279723c9ae9d8f09e171db301;broad;200C;subject;1;0;True;13.5;5.0;19;DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|IP_LINK_PLUS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2094 | Spam: True ; 13.5 / 5.0"
salted;spam;00761.00d729b279723c9ae9d8f09e171db301;00761__salted__broad__cp200D__single.00d729b279723c9ae9d8f09e171db301;broad;200D;subject;1;0;True;13.5;5.0;19;DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|IP_LINK_PLUS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2094 | Spam: True ; 13.5 / 5.0"
salted;spam;00762.e31568dff471c947d42869ae2f8f0779;00762__salted__broad__cp00AD__single.e31568dff471c947d42869ae2f8f0779;broad;00AD;subject;1;0;True;10.8;5.0;18;CONTENT_AFTER_HTML|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FREE_QUOTE_INSTANT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1211 | Spam: True ; 10.8 / 5.0"
salted;spam;00762.e31568dff471c947d42869ae2f8f0779;00762__salted__broad__cp200B__single.e31568dff471c947d42869ae2f8f0779;broad;200B;subject;1;0;True;10.8;5.0;18;CONTENT_AFTER_HTML|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FREE_QUOTE_INSTANT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1215 | Spam: True ; 10.8 / 5.0"
salted;spam;00762.e31568dff471c947d42869ae2f8f0779;00762__salted__broad__cp200C__single.e31568dff471c947d42869ae2f8f0779;broad;200C;subject;1;0;True;10.8;5.0;18;CONTENT_AFTER_HTML|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FREE_QUOTE_INSTANT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1215 | Spam: True ; 10.8 / 5.0"
salted;spam;00762.e31568dff471c947d42869ae2f8f0779;00762__salted__broad__cp200D__single.e31568dff471c947d42869ae2f8f0779;broad;200D;subject;1;0;True;10.8;5.0;18;CONTENT_AFTER_HTML|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FREE_QUOTE_INSTANT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1215 | Spam: True ; 10.8 / 5.0"
salted;spam;00795.61fe820f7755e4b4e66e715ea667b338;00795__salted__broad__cp00AD__single.61fe820f7755e4b4e66e715ea667b338;broad;00AD;body;0;3;True;11.0;5.0;8;DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1196 | Spam: True ; 11.0 / 5.0"
salted;spam;00795.61fe820f7755e4b4e66e715ea667b338;00795__salted__broad__cp200B__single.61fe820f7755e4b4e66e715ea667b338;broad;200B;body;0;3;True;11.0;5.0;8;DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1196 | Spam: True ; 11.0 / 5.0"
salted;spam;00795.61fe820f7755e4b4e66e715ea667b338;00795__salted__broad__cp200C__single.61fe820f7755e4b4e66e715ea667b338;broad;200C;body;0;3;True;11.0;5.0;8;DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1196 | Spam: True ; 11.0 / 5.0"
salted;spam;00795.61fe820f7755e4b4e66e715ea667b338;00795__salted__broad__cp200D__single.61fe820f7755e4b4e66e715ea667b338;broad;200D;body;0;3;True;11.0;5.0;8;DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1196 | Spam: True ; 11.0 / 5.0"
salted;spam;00796.1f29c490fd2bd8581d19e3e193978a3d;00796__salted__broad__cp00AD__single.1f29c490fd2bd8581d19e3e193978a3d;broad;00AD;subject;1;0;True;16.0;5.0;14;BANG_GUAR|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1402 | Spam: True ; 16.0 / 5.0"
salted;spam;00796.1f29c490fd2bd8581d19e3e193978a3d;00796__salted__broad__cp200B__single.1f29c490fd2bd8581d19e3e193978a3d;broad;200B;subject;1;0;True;16.0;5.0;14;BANG_GUAR|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1405 | Spam: True ; 16.0 / 5.0"
salted;spam;00796.1f29c490fd2bd8581d19e3e193978a3d;00796__salted__broad__cp200C__single.1f29c490fd2bd8581d19e3e193978a3d;broad;200C;subject;1;0;True;16.0;5.0;14;BANG_GUAR|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1405 | Spam: True ; 16.0 / 5.0"
salted;spam;00796.1f29c490fd2bd8581d19e3e193978a3d;00796__salted__broad__cp200D__single.1f29c490fd2bd8581d19e3e193978a3d;broad;200D;subject;1;0;True;16.0;5.0;14;BANG_GUAR|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1405 | Spam: True ; 16.0 / 5.0"
salted;spam;00807.8abdd26ba778758f5e46b84a54ac62f4;00807__salted__broad__cp00AD__single.8abdd26ba778758f5e46b84a54ac62f4;broad;00AD;both;1;3;False;1.2;5.0;5;FREEMAIL_FROM|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1985 | Spam: False ; 1.2 / 5.0"
salted;spam;00807.8abdd26ba778758f5e46b84a54ac62f4;00807__salted__broad__cp200B__single.8abdd26ba778758f5e46b84a54ac62f4;broad;200B;both;1;3;False;1.2;5.0;5;FREEMAIL_FROM|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1985 | Spam: False ; 1.2 / 5.0"
salted;spam;00807.8abdd26ba778758f5e46b84a54ac62f4;00807__salted__broad__cp200C__single.8abdd26ba778758f5e46b84a54ac62f4;broad;200C;both;1;3;False;1.2;5.0;5;FREEMAIL_FROM|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1985 | Spam: False ; 1.2 / 5.0"
salted;spam;00807.8abdd26ba778758f5e46b84a54ac62f4;00807__salted__broad__cp200D__single.8abdd26ba778758f5e46b84a54ac62f4;broad;200D;both;1;3;False;1.2;5.0;5;FREEMAIL_FROM|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1985 | Spam: False ; 1.2 / 5.0"
salted;spam;00810.bceaa748f9cee012c466212d8a608acf;00810__salted__broad__cp00AD__single.bceaa748f9cee012c466212d8a608acf;broad;00AD;body;0;3;True;8.4;5.0;4;FORGED_MUA_OUTLOOK|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSOE_MID_WRONG_CASE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 702 | Spam: True ; 8.4 / 5.0"
salted;spam;00810.bceaa748f9cee012c466212d8a608acf;00810__salted__broad__cp200B__single.bceaa748f9cee012c466212d8a608acf;broad;200B;body;0;3;True;8.4;5.0;4;FORGED_MUA_OUTLOOK|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSOE_MID_WRONG_CASE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 702 | Spam: True ; 8.4 / 5.0"
salted;spam;00810.bceaa748f9cee012c466212d8a608acf;00810__salted__broad__cp200C__single.bceaa748f9cee012c466212d8a608acf;broad;200C;body;0;3;True;8.4;5.0;4;FORGED_MUA_OUTLOOK|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSOE_MID_WRONG_CASE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 702 | Spam: True ; 8.4 / 5.0"
salted;spam;00810.bceaa748f9cee012c466212d8a608acf;00810__salted__broad__cp200D__single.bceaa748f9cee012c466212d8a608acf;broad;200D;body;0;3;True;8.4;5.0;4;FORGED_MUA_OUTLOOK|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSOE_MID_WRONG_CASE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 702 | Spam: True ; 8.4 / 5.0"
salted;spam;00830.079ed7d24f78024e023b82417a6fe2ca;00830__salted__broad__cp00AD__single.079ed7d24f78024e023b82417a6fe2ca;broad;00AD;body;0;3;True;10.6;5.0;12;ADVANCE_FEE_2_NEW_MONEY|BANG_GUAR|BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_5|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_5|RISK_FREE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 788 | Spam: True ; 10.6 / 5.0"
salted;spam;00830.079ed7d24f78024e023b82417a6fe2ca;00830__salted__broad__cp200B__single.079ed7d24f78024e023b82417a6fe2ca;broad;200B;body;0;3;True;10.6;5.0;12;ADVANCE_FEE_2_NEW_MONEY|BANG_GUAR|BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_5|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_5|RISK_FREE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 788 | Spam: True ; 10.6 / 5.0"
salted;spam;00830.079ed7d24f78024e023b82417a6fe2ca;00830__salted__broad__cp200C__single.079ed7d24f78024e023b82417a6fe2ca;broad;200C;body;0;3;True;10.6;5.0;12;ADVANCE_FEE_2_NEW_MONEY|BANG_GUAR|BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_5|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_5|RISK_FREE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 788 | Spam: True ; 10.6 / 5.0"
salted;spam;00830.079ed7d24f78024e023b82417a6fe2ca;00830__salted__broad__cp200D__single.079ed7d24f78024e023b82417a6fe2ca;broad;200D;body;0;3;True;10.6;5.0;12;ADVANCE_FEE_2_NEW_MONEY|BANG_GUAR|BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_5|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_5|RISK_FREE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 788 | Spam: True ; 10.6 / 5.0"
