message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00881.ec61388b6f9f09b285950e2f11aec158,00881__salted__extended__cp200C__single.ec61388b6f9f09b285950e2f11aec158,extended,200C,single,,earn,ea‌rn,"earning, DeathToSpamDeathToSpamDeathToSpam, Sightings","ea‌rning, De‌athToSpamDeathToSpamDeathToSpam, Si‌ghtings"
00881.ec61388b6f9f09b285950e2f11aec158,00881__salted__extended__cp200D__single.ec61388b6f9f09b285950e2f11aec158,extended,200D,single,,earn,ea‍rn,"earning, DeathToSpamDeathToSpamDeathToSpam, Sightings","ea‍rning, De‍athToSpamDeathToSpamDeathToSpam, Si‍ghtings"
00881.ec61388b6f9f09b285950e2f11aec158,00881__salted__extended__cp00AD__single.ec61388b6f9f09b285950e2f11aec158,extended,00AD,single,,earn,ea­rn,"earning, DeathToSpamDeathToSpamDeathToSpam, Sightings","ea­rning, De­athToSpamDeathToSpamDeathToSpam, Si­ghtings"
00882.28bbc4ccfb80f32d4fe7df3ab77afb41,00882__salted__extended__cp200B__single.28bbc4ccfb80f32d4fe7df3ab77afb41,extended,200B,single,,,,"communication, communication, communication","co​mmunication, co​mmunication, co​mmunication"
00882.28bbc4ccfb80f32d4fe7df3ab77afb41,00882__salted__extended__cp200C__single.28bbc4ccfb80f32d4fe7df3ab77afb41,extended,200C,single,,,,"communication, communication, communication","co‌mmunication, co‌mmunication, co‌mmunication"
00882.28bbc4ccfb80f32d4fe7df3ab77afb41,00882__salted__extended__cp200D__single.28bbc4ccfb80f32d4fe7df3ab77afb41,extended,200D,single,,,,"communication, communication, communication","co‍mmunication, co‍mmunication, co‍mmunication"
00882.28bbc4ccfb80f32d4fe7df3ab77afb41,00882__salted__extended__cp00AD__single.28bbc4ccfb80f32d4fe7df3ab77afb41,extended,00AD,single,,,,"communication, communication, communication","co­mmunication, co­mmunication, co­mmunication"
00883.a154f7c7619d620a00deb7da892ca4ce,00883__salted__extended__cp200B__single.a154f7c7619d620a00deb7da892ca4ce,extended,200B,single,,Adv,Ad​v,"Receive, Earn, GUARANTEED","Re​ceive, Ea​rn, GU​ARANTEED"
00883.a154f7c7619d620a00deb7da892ca4ce,00883__salted__extended__cp200C__single.a154f7c7619d620a00deb7da892ca4ce,extended,200C,single,,Adv,Ad‌v,"Receive, Earn, GUARANTEED","Re‌ceive, Ea‌rn, GU‌ARANTEED"
00883.a154f7c7619d620a00deb7da892ca4ce,00883__salted__extended__cp200D__single.a154f7c7619d620a00deb7da892ca4ce,extended,200D,single,,Adv,Ad‍v,"Receive, Earn, GUARANTEED","Re‍ceive, Ea‍rn, GU‍ARANTEED"
00883.a154f7c7619d620a00deb7da892ca4ce,00883__salted__extended__cp00AD__single.a154f7c7619d620a00deb7da892ca4ce,extended,00AD,single,,Adv,Ad­v,"Receive, Earn, GUARANTEED","Re­ceive, Ea­rn, GU­ARANTEED"
00884.2fef7c7ca7dc3fadaa84d7bbfddd6324,00884__salted__extended__cp200B__single.2fef7c7ca7dc3fadaa84d7bbfddd6324,extended,200B,single,,,,"Click, Click","Cl​ick, Cl​ick"
00884.2fef7c7ca7dc3fadaa84d7bbfddd6324,00884__salted__extended__cp200C__single.2fef7c7ca7dc3fadaa84d7bbfddd6324,extended,200C,single,,,,"Click, Click","Cl‌ick, Cl‌ick"
00884.2fef7c7ca7dc3fadaa84d7bbfddd6324,00884__salted__extended__cp200D__single.2fef7c7ca7dc3fadaa84d7bbfddd6324,extended,200D,single,,,,"Click, Click","Cl‍ick, Cl‍ick"
00884.2fef7c7ca7dc3fadaa84d7bbfddd6324,00884__salted__extended__cp00AD__single.2fef7c7ca7dc3fadaa84d7bbfddd6324,extended,00AD,single,,,,"Click, Click","Cl­ick, Cl­ick"
00885.6f8bc5aec58114e2d8ae91f3d1b464fc,00885__salted__extended__cp200B__single.6f8bc5aec58114e2d8ae91f3d1b464fc,extended,200B,single,,,,"monthly, click, click","mo​nthly, cl​ick, cl​ick"
00885.6f8bc5aec58114e2d8ae91f3d1b464fc,00885__salted__extended__cp200C__single.6f8bc5aec58114e2d8ae91f3d1b464fc,extended,200C,single,,,,"monthly, click, click","mo‌nthly, cl‌ick, cl‌ick"
00885.6f8bc5aec58114e2d8ae91f3d1b464fc,00885__salted__extended__cp200D__single.6f8bc5aec58114e2d8ae91f3d1b464fc,extended,200D,single,,,,"monthly, click, click","mo‍nthly, cl‍ick, cl‍ick"
00885.6f8bc5aec58114e2d8ae91f3d1b464fc,00885__salted__extended__cp00AD__single.6f8bc5aec58114e2d8ae91f3d1b464fc,extended,00AD,single,,,,"monthly, click, click","mo­nthly, cl­ick, cl­ick"
00886.9bd2063c3d984a66958a6195ffb97849,00886__salted__extended__cp200B__single.9bd2063c3d984a66958a6195ffb97849,extended,200B,single,,consultation,co​nsultation,"VIAGRA, VIAGRA, affiliate","VI​AGRA, VI​AGRA, af​filiate"
00886.9bd2063c3d984a66958a6195ffb97849,00886__salted__extended__cp200C__single.9bd2063c3d984a66958a6195ffb97849,extended,200C,single,,consultation,co‌nsultation,"VIAGRA, VIAGRA, affiliate","VI‌AGRA, VI‌AGRA, af‌filiate"
00886.9bd2063c3d984a66958a6195ffb97849,00886__salted__extended__cp200D__single.9bd2063c3d984a66958a6195ffb97849,extended,200D,single,,consultation,co‍nsultation,"VIAGRA, VIAGRA, affiliate","VI‍AGRA, VI‍AGRA, af‍filiate"
00886.9bd2063c3d984a66958a6195ffb97849,00886__salted__extended__cp00AD__single.9bd2063c3d984a66958a6195ffb97849,extended,00AD,single,,consultation,co­nsultation,"VIAGRA, VIAGRA, affiliate","VI­AGRA, VI­AGRA, af­filiate"
00887.7a8cc64a563c42af29184459e6c1a97f,00887__salted__extended__cp200B__single.7a8cc64a563c42af29184459e6c1a97f,extended,200B,single,,,,"Click, DeathToSpamDeathToSpamDeathToSpam, Sightings","Cl​ick, De​athToSpamDeathToSpamDeathToSpam, Si​ghtings"
00887.7a8cc64a563c42af29184459e6c1a97f,00887__salted__extended__cp200C__single.7a8cc64a563c42af29184459e6c1a97f,extended,200C,single,,,,"Click, DeathToSpamDeathToSpamDeathToSpam, Sightings","Cl‌ick, De‌athToSpamDeathToSpamDeathToSpam, Si‌ghtings"
00887.7a8cc64a563c42af29184459e6c1a97f,00887__salted__extended__cp200D__single.7a8cc64a563c42af29184459e6c1a97f,extended,200D,single,,,,"Click, DeathToSpamDeathToSpamDeathToSpam, Sightings","Cl‍ick, De‍athToSpamDeathToSpamDeathToSpam, Si‍ghtings"
00887.7a8cc64a563c42af29184459e6c1a97f,00887__salted__extended__cp00AD__single.7a8cc64a563c42af29184459e6c1a97f,extended,00AD,single,,,,"Click, DeathToSpamDeathToSpamDeathToSpam, Sightings","Cl­ick, De­athToSpamDeathToSpamDeathToSpam, Si­ghtings"
00889.272969152a8ce2d6ece155571e862683,00889__salted__extended__cp200B__single.272969152a8ce2d6ece155571e862683,extended,200B,single,,CARTRIDGES,CA​RTRIDGES,,
00889.272969152a8ce2d6ece155571e862683,00889__salted__extended__cp200C__single.272969152a8ce2d6ece155571e862683,extended,200C,single,,CARTRIDGES,CA‌RTRIDGES,,
00889.272969152a8ce2d6ece155571e862683,00889__salted__extended__cp200D__single.272969152a8ce2d6ece155571e862683,extended,200D,single,,CARTRIDGES,CA‍RTRIDGES,,
00889.272969152a8ce2d6ece155571e862683,00889__salted__extended__cp00AD__single.272969152a8ce2d6ece155571e862683,extended,00AD,single,,CARTRIDGES,CA­RTRIDGES,,
00890.3996b985f81cb29cba9dfda9844c47e2,00890__salted__extended__cp200B__single.3996b985f81cb29cba9dfda9844c47e2,extended,200B,single,,,,"Removal, advertisement, receive","Re​moval, ad​vertisement, re​ceive"
00890.3996b985f81cb29cba9dfda9844c47e2,00890__salted__extended__cp200C__single.3996b985f81cb29cba9dfda9844c47e2,extended,200C,single,,,,"Removal, advertisement, receive","Re‌moval, ad‌vertisement, re‌ceive"
00890.3996b985f81cb29cba9dfda9844c47e2,00890__salted__extended__cp200D__single.3996b985f81cb29cba9dfda9844c47e2,extended,200D,single,,,,"Removal, advertisement, receive","Re‍moval, ad‍vertisement, re‍ceive"
00890.3996b985f81cb29cba9dfda9844c47e2,00890__salted__extended__cp00AD__single.3996b985f81cb29cba9dfda9844c47e2,extended,00AD,single,,,,"Removal, advertisement, receive","Re­moval, ad­vertisement, re­ceive"
00891.730d12d96dcfa7812a51d12d9a3b6a1c,00891__salted__extended__cp200B__single.730d12d96dcfa7812a51d12d9a3b6a1c,extended,200B,single,,,,"receive, sincerely, apologize","re​ceive, si​ncerely, ap​ologize"
00891.730d12d96dcfa7812a51d12d9a3b6a1c,00891__salted__extended__cp200C__single.730d12d96dcfa7812a51d12d9a3b6a1c,extended,200C,single,,,,"receive, sincerely, apologize","re‌ceive, si‌ncerely, ap‌ologize"
00891.730d12d96dcfa7812a51d12d9a3b6a1c,00891__salted__extended__cp200D__single.730d12d96dcfa7812a51d12d9a3b6a1c,extended,200D,single,,,,"receive, sincerely, apologize","re‍ceive, si‍ncerely, ap‍ologize"
00891.730d12d96dcfa7812a51d12d9a3b6a1c,00891__salted__extended__cp00AD__single.730d12d96dcfa7812a51d12d9a3b6a1c,extended,00AD,single,,,,"receive, sincerely, apologize","re­ceive, si­ncerely, ap­ologize"
00892.98aff9f92339cedef0ce0b9bade2765f,00892__salted__extended__cp200B__single.98aff9f92339cedef0ce0b9bade2765f,extended,200B,single,,Herbal,He​rbal,,
00892.98aff9f92339cedef0ce0b9bade2765f,00892__salted__extended__cp200C__single.98aff9f92339cedef0ce0b9bade2765f,extended,200C,single,,Herbal,He‌rbal,,
00892.98aff9f92339cedef0ce0b9bade2765f,00892__salted__extended__cp200D__single.98aff9f92339cedef0ce0b9bade2765f,extended,200D,single,,Herbal,He‍rbal,,
00892.98aff9f92339cedef0ce0b9bade2765f,00892__salted__extended__cp00AD__single.98aff9f92339cedef0ce0b9bade2765f,extended,00AD,single,,Herbal,He­rbal,,
00893.89d5fc38f24e7e2241888c19ec260994,00893__salted__extended__cp200B__single.89d5fc38f24e7e2241888c19ec260994,extended,200B,single,,SYSTEMWORKS,SY​STEMWORKS,"SystemWorks, CLICK, receive","Sy​stemWorks, CL​ICK, re​ceive"
00893.89d5fc38f24e7e2241888c19ec260994,00893__salted__extended__cp200C__single.89d5fc38f24e7e2241888c19ec260994,extended,200C,single,,SYSTEMWORKS,SY‌STEMWORKS,"SystemWorks, CLICK, receive","Sy‌stemWorks, CL‌ICK, re‌ceive"
00893.89d5fc38f24e7e2241888c19ec260994,00893__salted__extended__cp200D__single.89d5fc38f24e7e2241888c19ec260994,extended,200D,single,,SYSTEMWORKS,SY‍STEMWORKS,"SystemWorks, CLICK, receive","Sy‍stemWorks, CL‍ICK, re‍ceive"
00893.89d5fc38f24e7e2241888c19ec260994,00893__salted__extended__cp00AD__single.89d5fc38f24e7e2241888c19ec260994,extended,00AD,single,,SYSTEMWORKS,SY­STEMWORKS,"SystemWorks, CLICK, receive","Sy­stemWorks, CL­ICK, re­ceive"
00894.f54f07418fc8e677fe0fe5ac60a251ab,00894__salted__extended__cp200B__single.f54f07418fc8e677fe0fe5ac60a251ab,extended,200B,single,,Secrets,Se​crets,"earn, secrets, receive","ea​rn, se​crets, re​ceive"
00894.f54f07418fc8e677fe0fe5ac60a251ab,00894__salted__extended__cp200C__single.f54f07418fc8e677fe0fe5ac60a251ab,extended,200C,single,,Secrets,Se‌crets,"earn, secrets, receive","ea‌rn, se‌crets, re‌ceive"
00894.f54f07418fc8e677fe0fe5ac60a251ab,00894__salted__extended__cp200D__single.f54f07418fc8e677fe0fe5ac60a251ab,extended,200D,single,,Secrets,Se‍crets,"earn, secrets, receive","ea‍rn, se‍crets, re‍ceive"
00894.f54f07418fc8e677fe0fe5ac60a251ab,00894__salted__extended__cp00AD__single.f54f07418fc8e677fe0fe5ac60a251ab,extended,00AD,single,,Secrets,Se­crets,"earn, secrets, receive","ea­rn, se­crets, re­ceive"
00895.d7895e10504f34149655062fe20d5174,00895__salted__extended__cp200B__single.d7895e10504f34149655062fe20d5174,extended,200B,single,,ASSISTANCE,AS​SISTANCE,"Lagos, Nigeria, ASSISTANCE","La​gos, Ni​geria, AS​SISTANCE"
00895.d7895e10504f34149655062fe20d5174,00895__salted__extended__cp200C__single.d7895e10504f34149655062fe20d5174,extended,200C,single,,ASSISTANCE,AS‌SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‌gos, Ni‌geria, AS‌SISTANCE"
00895.d7895e10504f34149655062fe20d5174,00895__salted__extended__cp200D__single.d7895e10504f34149655062fe20d5174,extended,200D,single,,ASSISTANCE,AS‍SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‍gos, Ni‍geria, AS‍SISTANCE"
00895.d7895e10504f34149655062fe20d5174,00895__salted__extended__cp00AD__single.d7895e10504f34149655062fe20d5174,extended,00AD,single,,ASSISTANCE,AS­SISTANCE,"Lagos, Nigeria, ASSISTANCE","La­gos, Ni­geria, AS­SISTANCE"
00896.c6f6a4e29a114b9d7d5751e4292520de,00896__salted__extended__cp200B__single.c6f6a4e29a114b9d7d5751e4292520de,extended,200B,single,,ASSISTANCE,AS​SISTANCE,"Lagos, Nigeria, ASSISTANCE","La​gos, Ni​geria, AS​SISTANCE"
00896.c6f6a4e29a114b9d7d5751e4292520de,00896__salted__extended__cp200C__single.c6f6a4e29a114b9d7d5751e4292520de,extended,200C,single,,ASSISTANCE,AS‌SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‌gos, Ni‌geria, AS‌SISTANCE"
00896.c6f6a4e29a114b9d7d5751e4292520de,00896__salted__extended__cp200D__single.c6f6a4e29a114b9d7d5751e4292520de,extended,200D,single,,ASSISTANCE,AS‍SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‍gos, Ni‍geria, AS‍SISTANCE"
00896.c6f6a4e29a114b9d7d5751e4292520de,00896__salted__extended__cp00AD__single.c6f6a4e29a114b9d7d5751e4292520de,extended,00AD,single,,ASSISTANCE,AS­SISTANCE,"Lagos, Nigeria, ASSISTANCE","La­gos, Ni­geria, AS­SISTANCE"
00897.b95ab214fa940540786f7bb4284b275d,00897__salted__extended__cp200B__single.b95ab214fa940540786f7bb4284b275d,extended,200B,single,,Herbal,He​rbal,,
00897.b95ab214fa940540786f7bb4284b275d,00897__salted__extended__cp200C__single.b95ab214fa940540786f7bb4284b275d,extended,200C,single,,Herbal,He‌rbal,,
00897.b95ab214fa940540786f7bb4284b275d,00897__salted__extended__cp200D__single.b95ab214fa940540786f7bb4284b275d,extended,200D,single,,Herbal,He‍rbal,,
00897.b95ab214fa940540786f7bb4284b275d,00897__salted__extended__cp00AD__single.b95ab214fa940540786f7bb4284b275d,extended,00AD,single,,Herbal,He­rbal,,
00898.8b3fe8deaa79f08133be78fc63e726c9,00898__salted__extended__cp200B__single.8b3fe8deaa79f08133be78fc63e726c9,extended,200B,single,,ASSISTANCE,AS​SISTANCE,"Lagos, Nigeria, ASSISTANCE","La​gos, Ni​geria, AS​SISTANCE"
00898.8b3fe8deaa79f08133be78fc63e726c9,00898__salted__extended__cp200C__single.8b3fe8deaa79f08133be78fc63e726c9,extended,200C,single,,ASSISTANCE,AS‌SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‌gos, Ni‌geria, AS‌SISTANCE"
00898.8b3fe8deaa79f08133be78fc63e726c9,00898__salted__extended__cp200D__single.8b3fe8deaa79f08133be78fc63e726c9,extended,200D,single,,ASSISTANCE,AS‍SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‍gos, Ni‍geria, AS‍SISTANCE"
00898.8b3fe8deaa79f08133be78fc63e726c9,00898__salted__extended__cp00AD__single.8b3fe8deaa79f08133be78fc63e726c9,extended,00AD,single,,ASSISTANCE,AS­SISTANCE,"Lagos, Nigeria, ASSISTANCE","La­gos, Ni­geria, AS­SISTANCE"
00899.957a4f3be27468470183f978db53c753,00899__salted__extended__cp200B__single.957a4f3be27468470183f978db53c753,extended,200B,single,,ASSISTANCE,AS​SISTANCE,"Lagos, Nigeria, ASSISTANCE","La​gos, Ni​geria, AS​SISTANCE"
00899.957a4f3be27468470183f978db53c753,00899__salted__extended__cp200C__single.957a4f3be27468470183f978db53c753,extended,200C,single,,ASSISTANCE,AS‌SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‌gos, Ni‌geria, AS‌SISTANCE"
00899.957a4f3be27468470183f978db53c753,00899__salted__extended__cp200D__single.957a4f3be27468470183f978db53c753,extended,200D,single,,ASSISTANCE,AS‍SISTANCE,"Lagos, Nigeria, ASSISTANCE","La‍gos, Ni‍geria, AS‍SISTANCE"
00899.957a4f3be27468470183f978db53c753,00899__salted__extended__cp00AD__single.957a4f3be27468470183f978db53c753,extended,00AD,single,,ASSISTANCE,AS­SISTANCE,"Lagos, Nigeria, ASSISTANCE","La­gos, Ni­geria, AS­SISTANCE"
00901.95250e8c5c190d1b0320b9e6fe0f5a82,00901__salted__extended__cp200B__single.95250e8c5c190d1b0320b9e6fe0f5a82,extended,200B,single,,,,"Earn, receive, excite","Ea​rn, re​ceive, ex​cite"
00901.95250e8c5c190d1b0320b9e6fe0f5a82,00901__salted__extended__cp200C__single.95250e8c5c190d1b0320b9e6fe0f5a82,extended,200C,single,,,,"Earn, receive, excite","Ea‌rn, re‌ceive, ex‌cite"
00901.95250e8c5c190d1b0320b9e6fe0f5a82,00901__salted__extended__cp200D__single.95250e8c5c190d1b0320b9e6fe0f5a82,extended,200D,single,,,,"Earn, receive, excite","Ea‍rn, re‍ceive, ex‍cite"
00901.95250e8c5c190d1b0320b9e6fe0f5a82,00901__salted__extended__cp00AD__single.95250e8c5c190d1b0320b9e6fe0f5a82,extended,00AD,single,,,,"Earn, receive, excite","Ea­rn, re­ceive, ex­cite"
00902.5cf0d5b3c8c28418fd5aac308db88a47,00902__salted__extended__cp200B__single.5cf0d5b3c8c28418fd5aac308db88a47,extended,200B,single,,Hgh,Hg​h,"NBC, CBS, Oprah","NB​C, CB​S, Op​rah"
00902.5cf0d5b3c8c28418fd5aac308db88a47,00902__salted__extended__cp200C__single.5cf0d5b3c8c28418fd5aac308db88a47,extended,200C,single,,Hgh,Hg‌h,"NBC, CBS, Oprah","NB‌C, CB‌S, Op‌rah"
00902.5cf0d5b3c8c28418fd5aac308db88a47,00902__salted__extended__cp200D__single.5cf0d5b3c8c28418fd5aac308db88a47,extended,200D,single,,Hgh,Hg‍h,"NBC, CBS, Oprah","NB‍C, CB‍S, Op‍rah"
00902.5cf0d5b3c8c28418fd5aac308db88a47,00902__salted__extended__cp00AD__single.5cf0d5b3c8c28418fd5aac308db88a47,extended,00AD,single,,Hgh,Hg­h,"NBC, CBS, Oprah","NB­C, CB­S, Op­rah"
00903.1b151e48aafed20229a1880c1d558992,00903__salted__extended__cp200B__single.1b151e48aafed20229a1880c1d558992,extended,200B,single,,,,"Insurance, premium, annuity","In​surance, pr​emium, an​nuity"
00903.1b151e48aafed20229a1880c1d558992,00903__salted__extended__cp200C__single.1b151e48aafed20229a1880c1d558992,extended,200C,single,,,,"Insurance, premium, annuity","In‌surance, pr‌emium, an‌nuity"
00903.1b151e48aafed20229a1880c1d558992,00903__salted__extended__cp200D__single.1b151e48aafed20229a1880c1d558992,extended,200D,single,,,,"Insurance, premium, annuity","In‍surance, pr‍emium, an‍nuity"
00903.1b151e48aafed20229a1880c1d558992,00903__salted__extended__cp00AD__single.1b151e48aafed20229a1880c1d558992,extended,00AD,single,,,,"Insurance, premium, annuity","In­surance, pr­emium, an­nuity"
00907.74983d9d0d6ee3c681a48cf893f123b5,00907__salted__extended__cp200B__single.74983d9d0d6ee3c681a48cf893f123b5,extended,200B,single,,,,"Earn, earn, dare","Ea​rn, ea​rn, da​re"
00907.74983d9d0d6ee3c681a48cf893f123b5,00907__salted__extended__cp200C__single.74983d9d0d6ee3c681a48cf893f123b5,extended,200C,single,,,,"Earn, earn, dare","Ea‌rn, ea‌rn, da‌re"
00907.74983d9d0d6ee3c681a48cf893f123b5,00907__salted__extended__cp200D__single.74983d9d0d6ee3c681a48cf893f123b5,extended,200D,single,,,,"Earn, earn, dare","Ea‍rn, ea‍rn, da‍re"
00907.74983d9d0d6ee3c681a48cf893f123b5,00907__salted__extended__cp00AD__single.74983d9d0d6ee3c681a48cf893f123b5,extended,00AD,single,,,,"Earn, earn, dare","Ea­rn, ea­rn, da­re"
00908.718f913e615b66df1c33cfb0af8e8885,00908__salted__extended__cp200B__single.718f913e615b66df1c33cfb0af8e8885,extended,200B,single,,,,"mortgage, loan, loan","mo​rtgage, lo​an, lo​an"
00908.718f913e615b66df1c33cfb0af8e8885,00908__salted__extended__cp200C__single.718f913e615b66df1c33cfb0af8e8885,extended,200C,single,,,,"mortgage, loan, loan","mo‌rtgage, lo‌an, lo‌an"
00908.718f913e615b66df1c33cfb0af8e8885,00908__salted__extended__cp200D__single.718f913e615b66df1c33cfb0af8e8885,extended,200D,single,,,,"mortgage, loan, loan","mo‍rtgage, lo‍an, lo‍an"
00908.718f913e615b66df1c33cfb0af8e8885,00908__salted__extended__cp00AD__single.718f913e615b66df1c33cfb0af8e8885,extended,00AD,single,,,,"mortgage, loan, loan","mo­rtgage, lo­an, lo­an"
00914.b4f1e9f517f85e68f8326f3a1525ebc2,00914__salted__extended__cp200B__single.b4f1e9f517f85e68f8326f3a1525ebc2,extended,200B,single,,,,"click, click, click","cl​ick, cl​ick, cl​ick"
00914.b4f1e9f517f85e68f8326f3a1525ebc2,00914__salted__extended__cp200C__single.b4f1e9f517f85e68f8326f3a1525ebc2,extended,200C,single,,,,"click, click, click","cl‌ick, cl‌ick, cl‌ick"
00914.b4f1e9f517f85e68f8326f3a1525ebc2,00914__salted__extended__cp200D__single.b4f1e9f517f85e68f8326f3a1525ebc2,extended,200D,single,,,,"click, click, click","cl‍ick, cl‍ick, cl‍ick"
00914.b4f1e9f517f85e68f8326f3a1525ebc2,00914__salted__extended__cp00AD__single.b4f1e9f517f85e68f8326f3a1525ebc2,extended,00AD,single,,,,"click, click, click","cl­ick, cl­ick, cl­ick"
00916.018fdcfbee3a549dc675f169a1243e16,00916__salted__extended__cp200B__single.018fdcfbee3a549dc675f169a1243e16,extended,200B,single,,Commissions,Co​mmissions,"earn, earn, excite","ea​rn, ea​rn, ex​cite"
00916.018fdcfbee3a549dc675f169a1243e16,00916__salted__extended__cp200C__single.018fdcfbee3a549dc675f169a1243e16,extended,200C,single,,Commissions,Co‌mmissions,"earn, earn, excite","ea‌rn, ea‌rn, ex‌cite"
00916.018fdcfbee3a549dc675f169a1243e16,00916__salted__extended__cp200D__single.018fdcfbee3a549dc675f169a1243e16,extended,200D,single,,Commissions,Co‍mmissions,"earn, earn, excite","ea‍rn, ea‍rn, ex‍cite"
00916.018fdcfbee3a549dc675f169a1243e16,00916__salted__extended__cp00AD__single.018fdcfbee3a549dc675f169a1243e16,extended,00AD,single,,Commissions,Co­mmissions,"earn, earn, excite","ea­rn, ea­rn, ex­cite"
00918.5674181d00a5130b030a6621ccec0819,00918__salted__extended__cp200B__single.5674181d00a5130b030a6621ccec0819,extended,200B,single,,Insurance,In​surance,,
00918.5674181d00a5130b030a6621ccec0819,00918__salted__extended__cp200C__single.5674181d00a5130b030a6621ccec0819,extended,200C,single,,Insurance,In‌surance,,
00918.5674181d00a5130b030a6621ccec0819,00918__salted__extended__cp200D__single.5674181d00a5130b030a6621ccec0819,extended,200D,single,,Insurance,In‍surance,,
00918.5674181d00a5130b030a6621ccec0819,00918__salted__extended__cp00AD__single.5674181d00a5130b030a6621ccec0819,extended,00AD,single,,Insurance,In­surance,,
00919.0b677a6b8d8bff153989d1708850f985,00919__salted__extended__cp200B__single.0b677a6b8d8bff153989d1708850f985,extended,200B,single,,,,"LAGOS, NIGERIA, Nigeria","LA​GOS, NI​GERIA, Ni​geria"
00919.0b677a6b8d8bff153989d1708850f985,00919__salted__extended__cp200C__single.0b677a6b8d8bff153989d1708850f985,extended,200C,single,,,,"LAGOS, NIGERIA, Nigeria","LA‌GOS, NI‌GERIA, Ni‌geria"
00919.0b677a6b8d8bff153989d1708850f985,00919__salted__extended__cp200D__single.0b677a6b8d8bff153989d1708850f985,extended,200D,single,,,,"LAGOS, NIGERIA, Nigeria","LA‍GOS, NI‍GERIA, Ni‍geria"
00919.0b677a6b8d8bff153989d1708850f985,00919__salted__extended__cp00AD__single.0b677a6b8d8bff153989d1708850f985,extended,00AD,single,,,,"LAGOS, NIGERIA, Nigeria","LA­GOS, NI­GERIA, Ni­geria"
00922.06a743f9aa0c1d27703342dac65a308b,00922__salted__extended__cp200B__single.06a743f9aa0c1d27703342dac65a308b,extended,200B,single,,,,"Affordable, mailings, removal","Af​fordable, ma​ilings, re​moval"
00922.06a743f9aa0c1d27703342dac65a308b,00922__salted__extended__cp200C__single.06a743f9aa0c1d27703342dac65a308b,extended,200C,single,,,,"Affordable, mailings, removal","Af‌fordable, ma‌ilings, re‌moval"
00922.06a743f9aa0c1d27703342dac65a308b,00922__salted__extended__cp200D__single.06a743f9aa0c1d27703342dac65a308b,extended,200D,single,,,,"Affordable, mailings, removal","Af‍fordable, ma‍ilings, re‍moval"
00922.06a743f9aa0c1d27703342dac65a308b,00922__salted__extended__cp00AD__single.06a743f9aa0c1d27703342dac65a308b,extended,00AD,single,,,,"Affordable, mailings, removal","Af­fordable, ma­ilings, re­moval"
00925.6ba2770acb214c661a26e54b4d03c119,00925__salted__extended__cp200B__single.6ba2770acb214c661a26e54b4d03c119,extended,200B,single,,ADV,AD​V,"toll, Sincerely","to​ll, Si​ncerely"
00925.6ba2770acb214c661a26e54b4d03c119,00925__salted__extended__cp200C__single.6ba2770acb214c661a26e54b4d03c119,extended,200C,single,,ADV,AD‌V,"toll, Sincerely","to‌ll, Si‌ncerely"
00925.6ba2770acb214c661a26e54b4d03c119,00925__salted__extended__cp200D__single.6ba2770acb214c661a26e54b4d03c119,extended,200D,single,,ADV,AD‍V,"toll, Sincerely","to‍ll, Si‍ncerely"
00925.6ba2770acb214c661a26e54b4d03c119,00925__salted__extended__cp00AD__single.6ba2770acb214c661a26e54b4d03c119,extended,00AD,single,,ADV,AD­V,"toll, Sincerely","to­ll, Si­ncerely"
00936.1f06517cffff4360820ff6012b392b93,00936__salted__extended__cp200B__single.1f06517cffff4360820ff6012b392b93,extended,200B,single,,,,"Lagos, Nigeria, Sir","La​gos, Ni​geria, Si​r"
00936.1f06517cffff4360820ff6012b392b93,00936__salted__extended__cp200C__single.1f06517cffff4360820ff6012b392b93,extended,200C,single,,,,"Lagos, Nigeria, Sir","La‌gos, Ni‌geria, Si‌r"
00936.1f06517cffff4360820ff6012b392b93,00936__salted__extended__cp200D__single.1f06517cffff4360820ff6012b392b93,extended,200D,single,,,,"Lagos, Nigeria, Sir","La‍gos, Ni‍geria, Si‍r"
00936.1f06517cffff4360820ff6012b392b93,00936__salted__extended__cp00AD__single.1f06517cffff4360820ff6012b392b93,extended,00AD,single,,,,"Lagos, Nigeria, Sir","La­gos, Ni­geria, Si­r"
00937.ab1a356a481bf9a59d00fd39d309e33f,00937__salted__extended__cp200B__single.ab1a356a481bf9a59d00fd39d309e33f,extended,200B,single,,,,"Lagos, Nigeria, Sir","La​gos, Ni​geria, Si​r"
00937.ab1a356a481bf9a59d00fd39d309e33f,00937__salted__extended__cp200C__single.ab1a356a481bf9a59d00fd39d309e33f,extended,200C,single,,,,"Lagos, Nigeria, Sir","La‌gos, Ni‌geria, Si‌r"
00937.ab1a356a481bf9a59d00fd39d309e33f,00937__salted__extended__cp200D__single.ab1a356a481bf9a59d00fd39d309e33f,extended,200D,single,,,,"Lagos, Nigeria, Sir","La‍gos, Ni‍geria, Si‍r"
